31;31 - Gastroenteritis and colitis of unspecified origin;1;0;1;1;1;1;1;0;0;0;1
32;32 - Tuberculosis (Respiratory, bacteriologically and histologically confirmed);1;0;1;1;1;1;1;0;0;0;1
33;33 - Tuberculosis (Tuberculosis of lung, confirmed by sputum microscopy with or without culture);1;0;1;1;1;1;1;0;0;0;1
34;34 - Tuberculosis of lung, confirmed histologically;1;0;1;1;1;1;1;0;0;0;1
35;35 - Tuberculosis of lung, confirmed by unspecified means;1;0;1;1;1;1;1;0;0;0;1
36;36 - Tuberculosis (Primary respiratory tuberculosis, confirmed bacteriologically and histologically);1;0;1;1;1;1;1;0;0;0;1
37;37 - Respiratory tuberculosis, not confirmed bacteriologically or histologically;1;0;1;1;1;1;1;0;0;0;1
38;38 - Tuberculosis of lung, without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
39;39 - Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
40;40 - Tuberculous pleurisy, without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
41;41 - Primary respiratory tuberculosis without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
42;42 - Other respiratory tuberculosis, without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
43;43 - Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation;1;0;1;1;1;1;1;0;0;0;1
44;44 - Tuberculosis of nervous system;1;0;1;1;1;1;1;0;0;0;1
45;45 - Tuberculosis (Tuberculosis of other organs);1;0;1;1;1;1;1;0;0;0;1
46;46 - Tuberculosis of bones and joints;1;0;1;1;1;1;1;0;0;0;1
47;47 - Tuberculosis of genitourinary system;1;0;1;1;1;1;1;0;0;0;1
48;48 - Tuberculosis of intestines, peritoneum and mesenteric glands;1;0;1;1;1;1;1;0;0;0;1
49;49 - Miliary tuberculosis;1;0;1;1;1;1;1;0;0;0;1
50;50 - Tuberculosis (Acute miliary tuberculosis of a single specified site);1;0;1;1;1;1;1;0;0;0;1
51;51 - Acute miliary tuberculosis of multiple sites;1;0;1;1;1;1;1;0;0;0;1
52;52 - Acute miliary tuberculosis, unspecified;1;0;1;1;1;1;1;0;0;0;1
53;53 - Tuberculosis (Miliary tuberculosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
54;54 - Tularemia (Tularaemia);1;0;1;1;1;1;1;0;0;0;1
55;55 - Anthrax;1;0;1;1;1;1;1;0;0;0;1
56;56 - Leprosy (Tuberculoid leprosy);1;0;1;1;1;1;1;0;0;0;1
57;57 - Leprosy (Borderline leprosy);1;0;1;1;1;1;1;0;0;0;1
58;58 - Leprosy (Lepromatous leprosy);1;0;1;1;1;1;1;0;0;0;1
59;59 - Leprosy (Leprosy, unspecified);1;0;1;1;1;1;1;0;0;0;1
60;60 - Listeriosis (Cutaneous listeriosis);1;0;1;1;1;1;1;0;0;0;1
61;61 - Tetanus (Tetanus neonatorum);1;0;1;1;1;1;1;0;0;0;1
62;62 - Diphtheria (Nasopharyngeal);1;0;1;1;1;1;1;0;0;0;1
63;63 - Diphtheria (Diphtheria, unspecified);1;0;1;1;1;1;1;0;0;0;1
64;64 - Meningitis (Meningococcal meningitis);1;0;1;1;1;1;1;0;0;0;1
65;65 - Sepsis (Streptococcal sepsis);1;0;1;1;1;1;1;0;0;0;1
66;66 - Sepsis (Other sepsis);1;0;1;1;1;1;1;0;0;0;1
67;67 - Sepsis (Sepsis due to Staphylococcus aureus);1;0;1;1;1;1;1;0;0;0;1
68;68 - Sepsis (Sepsis due to unspecified staphylococcus);1;0;1;1;1;1;1;0;0;0;1
69;69 - Sepsis (Sepsis due to anaerobes);1;0;1;1;1;1;1;0;0;0;1
70;70 - Sepsis (Sepsis due to other Gram-negative organisms);1;0;1;1;1;1;1;0;0;0;1
71;71 - Sepsis (Other specified sepsis);1;0;1;1;1;1;1;0;0;0;1
72;72 - Sepsis (Sepsis, unspecified);1;0;1;1;1;1;1;0;0;0;1
73;73 - Erysipelas;1;0;1;1;1;1;1;0;0;0;1
74;74 - Bacterial Diseases (Other bacterial diseases, not elsewhere classified);1;0;1;1;1;1;1;0;0;0;1
75;75 - Gangrene (Gas gangrene);1;0;1;1;1;1;1;0;0;0;1
76;76 - Toxic shock syndrome;1;0;1;1;1;1;1;0;0;0;1
77;77 - Infection (Bacterial infection of unspecified site);1;0;1;1;1;1;1;0;0;0;1
78;78 - Bacterial infection, unspecified;1;0;1;1;1;1;1;0;0;0;1
79;79 - Congenital syphilis;1;0;1;1;1;1;1;0;0;0;1
80;80 - Early syphilis;1;0;1;1;1;1;1;0;0;0;1
81;81 - Syphilis (Primary genital syphilis);1;0;1;1;1;1;1;0;0;0;1
82;82 - Primary syphilis of other sites;1;0;1;1;1;1;1;0;0;0;1
83;83 - Other secondary syphilis;1;0;1;1;1;1;1;0;0;0;1
84;84 - Late syphilis;1;0;1;1;1;1;1;0;0;0;1
85;85 - Syphilis (Syphilis, unspecified);1;0;1;1;1;1;1;0;0;0;1
86;86 - Gonococcal Infection;1;0;1;1;1;1;1;0;0;0;1
87;87 - Sexual Transmission (Gonococcal infection, unspecified);1;0;1;1;1;1;1;0;0;0;1
88;88 - Chancroid (Chlamydial lymphogranuloma (venereum));1;0;1;1;1;1;1;0;0;0;1
89;89 - Chlamydial Infection (Chlamydial infection of lower genitourinary tract);1;0;1;1;1;1;1;0;0;0;1
90;90 - Sexual Transmission (Chlamydial infection of anus and rectum);1;0;1;1;1;1;1;0;0;0;1
91;91 - Chlamydial lymphogranuloma (venereum) (Chancroid);1;0;1;1;1;1;1;0;0;0;1
92;92 - Trichomoniasis (Trichomoni vaginalis);1;0;1;1;1;1;1;0;0;0;1
93;93 - Sexual Transmission (Anogenital herpesviral [herpes simplex] infection);1;0;1;1;1;1;1;0;0;0;1
94;94 - Herpesviral Infection (Herpesviral infection of perianal skin and rectum);1;0;1;1;1;1;1;0;0;0;1
95;95 - Herpesviral (Anogenital herpesviral infection, unspecified);1;0;1;1;1;1;1;0;0;0;1
96;96 - Genital wart (Condyloma Acumunata) (Anogenital (venereal) warts);1;0;1;1;1;1;1;0;0;0;1
97;97 - Herpesviral (Other specified predominantly sexually transmitted diseases);1;0;1;1;1;1;1;0;0;0;1
98;98 - Sexually Transmitted Disease (Unspecified sexually transmitted disease);1;0;1;1;1;1;1;0;0;0;1
99;99 - Relapsing Fever (Relapsing fevers (Spirochaetal));1;0;1;1;1;1;1;0;0;0;1
100;100 - Louse-borne relapsing fever;1;0;1;1;1;1;1;0;0;0;1
101;101 - Relapsing fever, unspecified;1;0;1;1;1;1;1;0;0;0;1
102;102 - Other spirochaetal infections;1;0;1;1;1;1;1;0;0;0;1
103;103 - Cancrum Oris (Necrotizing ulcerative stomatitis);1;0;1;1;1;1;1;0;0;0;1
104;104 - Arthritis (Lyme disease);1;0;1;1;1;1;1;0;0;0;1
105;105 - Trachoma;1;0;1;1;1;1;1;0;0;0;1
106;106 - Initial stage of trachoma;1;0;1;1;1;1;1;0;0;0;1
107;107 - Active stage of trachoma;1;0;1;1;1;1;1;0;0;0;1
108;108 - Trachoma (Trachoma, unspecified);1;0;1;1;1;1;1;0;0;0;1
109;109 - Chlamydial conjunctivitis;1;0;1;1;1;1;1;0;0;0;1
110;110 - Typhus fever;1;0;1;1;1;1;1;0;0;0;1
111;111 - Typhus fever (Epidemic louse-borne typhus fever due to Rickettsia prowazekii);1;0;1;1;1;1;1;0;0;0;1
112;112 - Typhus fever, unspecified;1;0;1;1;1;1;1;0;0;0;1
113;113 - Poliomyelitis (Acute poliomyelitis);1;0;1;1;1;1;1;0;0;0;1
114;114 - Poliomyelitis (Acute paralytic poliomyelitis, vaccine-associated);1;0;1;1;1;1;1;0;0;0;1
115;115 - Acute paralytic poliomyelitis, wild virus, imported;1;0;1;1;1;1;1;0;0;0;1
116;116 - Acute paralytic poliomyelitis, wild virus, indigenous;1;0;1;1;1;1;1;0;0;0;1
117;117 - Poliomyelitis (Acute nonparalytic poliomyelitis);1;0;1;1;1;1;1;0;0;0;1
118;118 - Acute poliomyelitis, unspecified;1;0;1;1;1;1;1;0;0;0;1
119;119 - Rabies (Rabies, unspecified);1;0;1;1;1;1;1;0;0;0;1
120;120 - Haemorrhagic Fevers (Dengue fever [classical dengue]);1;0;1;1;1;1;1;0;0;0;1
121;121 - Haemorrhagic Fevers (Dengue haemorrhagic fever);1;0;1;1;1;1;1;0;0;0;1
122;122 - Haemorrhagic Fevers (Yellow fever);1;0;1;1;1;1;1;0;0;0;1
123;123 - Viral Hemorrhagic Fever (Other specified viral haemorrhagic fevers);1;0;1;1;1;1;1;0;0;0;1
124;124 - Zika (Other specified viral haemorrhagic fevers);1;0;1;1;1;1;1;0;0;0;1
125;125 - Ebola (Other specified viral haemorrhagic fevers);1;0;1;1;1;1;1;0;0;0;1
126;126 - Haemorrhagic Fevers (Unspecified viral haemorrhagic fever);1;0;1;1;1;1;1;0;0;0;1
127;127 - Herpes Simplex (Herpesviral [herpes simplex] infections);1;0;1;1;1;1;1;0;0;0;1
128;128 - Astiatotic eczema (Eczema herpeticum);1;0;1;1;1;1;1;0;0;0;1
129;129 - Infection (Herpesviral infection, unspecified);1;0;1;1;1;1;1;0;0;0;1
130;130 - Chickenpox (Varicella [chickenpox]);1;0;1;1;1;1;1;0;0;0;1
131;131 - Chickenpox (Varicella with other complications);1;0;1;1;1;1;1;0;0;0;1
132;132 - Varicella (Varicella without complication);1;0;1;1;1;1;1;0;0;0;1
133;133 - Herpes Zoster (Zoster [herpes zoster]);1;0;1;1;1;1;1;0;0;0;1
134;134 - Ocular Disease (Disseminated zoster);1;0;1;1;1;1;1;0;0;0;1
135;135 - Herpes Zoster (Zoster with other complications);1;0;1;1;1;1;1;0;0;0;1
136;136 - Herpes Zoster (Zoster without complication);1;0;1;1;1;1;1;0;0;0;1
137;137 - Smallpox;1;0;1;1;1;1;1;0;0;0;1
138;138 - Measles;1;0;1;1;1;1;1;0;0;0;1
139;139 - Measles (Measles with other complications);1;0;1;1;1;1;1;0;0;0;1
140;140 - Measles (Measles without complication);1;0;1;1;1;1;1;0;0;0;1
141;141 - Rubella (Rubella [German measles]);1;0;1;1;1;1;1;0;0;0;1
142;142 - Warts (Viral warts);1;0;1;1;1;1;1;0;0;0;1
143;143 - Infection (Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified);1;0;1;1;1;1;1;0;0;0;1
144;144 - Molluscum Contagiosum;1;0;1;1;1;1;1;0;0;0;1
145;145 - Hepatitis B (Acute hepatitis B);1;0;1;1;1;1;1;0;0;0;1
146;146 - Hepatitis (Acute viral hepatitis, unspecified);1;0;1;1;1;1;1;0;0;0;1
147;147 - Hepatitis (Chronic viral hepatitis);1;0;1;1;1;1;1;0;0;0;1
148;148 - Hepatitis C (Other chronic viral hepatitis);1;0;1;1;1;1;1;0;0;0;1
149;149 - Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases;1;0;1;1;1;1;1;0;0;1;1
150;150 - HIV (HIV disease resulting in mycobacterial infection);1;0;1;1;1;1;1;0;0;1;1
151;151 - HIV disease resulting in other bacterial infections;1;0;1;1;1;1;1;0;0;1;1
152;152 - HIV (HIV disease resulting in candidiasis);1;0;1;1;1;1;1;0;0;1;1
153;153 - HIV disease resulting in Pneumocystis jirovecii pneumonia;1;0;1;1;1;1;1;0;0;1;1
154;154 - HIV disease resulting in multiple infections;1;0;1;1;1;1;1;0;0;1;1
155;155 - HIV Disease (HIV disease resulting in unspecified infectious or parasitic disease);1;0;1;1;1;1;1;0;0;1;1
156;156 - HIV disease resulting in Kaposi sarcoma;1;0;1;1;1;1;1;0;0;1;1
157;157 - HIV disease resulting in encephalopathy;1;0;1;1;1;1;1;0;0;1;1
158;158 - HIV disease resulting in wasting syndrome;1;0;1;1;1;1;1;0;0;1;1
159;159 - HIV (Human immunodeficiency virus [HIV] disease resulting in other conditions);1;0;1;1;1;1;1;0;0;1;1
160;160 - Acute HIV infection syndrome;1;0;1;1;1;1;1;0;0;1;1
161;161 - HIV disease resulting in (persistent) generalized lymphadenopathy;1;0;1;1;1;1;1;0;0;1;1
162;162 - Unspecified human immunodeficiency virus [HIV] disease;1;0;1;1;1;1;1;0;0;1;1
163;163 - Mumps;1;0;1;1;1;1;1;0;0;0;1
164;164 - Tinea Barbae/Capitis (Tinea barbae and tinea capitis);1;0;1;1;1;1;1;0;0;0;1
165;165 - Tinea Unguium;1;0;1;1;1;1;1;0;0;0;1
166;166 - Tinea Pedis (Athlete's foot);1;0;1;1;1;1;1;0;0;0;1
167;167 - Tinea Corporis;1;0;1;1;1;1;1;0;0;0;1
168;168 - Tinea Cruris;1;0;1;1;1;1;1;0;0;0;1
169;169 - Dermatophytoses (Other dermatophytoses);1;0;1;1;1;1;1;0;0;0;1
170;170 - Dermatophytosis (Dermatophytosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
171;171 - Mycoses (Other superficial mycoses);1;0;1;1;1;1;1;0;0;0;1
172;172 - Pityriasis Versicolor;1;0;1;1;1;1;1;0;0;0;1
173;173 - Candidiasis;1;0;1;1;1;1;1;0;0;0;1
174;174 - Candidiasis (Candidal stomatitis);1;0;1;1;1;1;1;0;0;0;1
175;175 - Candidiasis (Candidiasis, unspecified);1;0;1;1;1;1;1;0;0;0;1
176;176 - Coccidioidomycosis (Coccidioidomycosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
177;177 - Histoplasmosis (Histoplasmosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
178;178 - Aspergillosis (Aspergillosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
179;179 - Actinomycetoma;1;0;1;1;1;1;1;0;0;0;1
180;180 - Mycoses (Opportunistic mycoses);1;0;1;1;1;1;1;0;0;0;1
181;181 - Malaria (Plasmodium falciparum malaria);1;0;1;1;1;1;1;0;0;0;1
182;182 - Malaria (Plasmodium falciparum malaria with cerebral complications);1;0;1;1;1;1;1;0;0;0;1
183;183 - Malaria (Other severe and complicated Plasmodium falciparum malaria);1;0;1;1;1;1;1;0;0;0;1
184;184 - Malaria (Plasmodium falciparum malaria, unspecified);1;0;1;1;1;1;1;0;0;0;1
185;185 - Malaria (Plasmodium vivax malaria);1;0;1;1;1;1;1;0;0;0;1
186;186 - Malaria (Plasmodium vivax malaria with other complications);1;0;1;1;1;1;1;0;0;0;1
187;187 - Malaria (Plasmodium vivax malaria without complication);1;0;1;1;1;1;1;0;0;0;1
188;188 - Mixed Malaria (Other parasitologically confirmed malaria);1;0;1;1;1;1;1;0;0;0;1
189;189 - Malaria (Unspecified malaria);1;0;1;1;1;1;1;0;0;0;1
190;190 - Leishmaniasis;1;0;1;1;1;1;1;0;0;0;1
191;191 - Leishmaniasis (Visceral leishmaniasis, Kala-azar);1;0;1;1;1;1;1;0;0;0;1
192;192 - Leishmaniasis (Cutaneous leishmaniasis);1;0;1;1;1;1;1;0;0;0;1
193;193 - Leishmaniasis (Mucocutaneous leishmaniasis);1;0;1;1;1;1;1;0;0;0;1
194;194 - Meningoencephalitis (Toxoplasma meningoencephalitis);1;0;1;1;1;1;1;0;0;0;1
195;195 - Toxoplasmosis (Toxoplasmosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
196;196 - Protozoal Disease (Unspecified/Leech infestation);1;0;1;1;1;1;1;0;0;0;1
197;197 - Schistosomiasis (Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]);1;0;1;1;1;1;1;0;0;0;1
198;198 - Schistosomiasis (Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]);1;0;1;1;1;1;1;0;0;0;1
199;199 - Schistosomiasis (Unspecified);1;0;1;1;1;1;1;0;0;0;1
200;200 - Echinococcosis;1;0;1;1;1;1;1;0;0;0;1
201;201 - Taenia Saginata (Taenia saginata taeniasis);1;0;1;1;1;1;1;0;0;0;1
202;202 - Taenia Saginata (Taeniasis, unspecified);1;0;1;1;1;1;1;0;0;0;1
203;203 - Cysticercosis (Cysticercosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
204;204 - Tapeworm (Cestode infection, unspecified);1;0;1;1;1;1;1;0;0;0;1
205;205 - Dracunculiasis (Guinea worm);1;0;1;1;1;1;1;0;0;0;1
206;206 - Onchocerciasis;1;0;1;1;1;1;1;0;0;0;1
207;207 - Filariasis;1;0;1;1;1;1;1;0;0;0;1
208;208 - Elephantiasis (Filariasis due to Wuchereria bancrofti);1;0;1;1;1;1;1;0;0;0;1
209;209 - Ascariasis;1;0;1;1;1;1;1;0;0;0;1
210;210 - Ascariasis (Ascariasis with other complications);1;0;1;1;1;1;1;0;0;0;1
211;211 - Ascariasis (Ascariasis, unspecified);1;0;1;1;1;1;1;0;0;0;1
212;212 - Strongyloidiasis (Intestinal strongyloidiasis);1;0;1;1;1;1;1;0;0;0;1
213;213 - Strongyloidiasis (Disseminated);1;0;1;1;1;1;1;0;0;0;1
214;214 - Strongyloidiasis (Strongyloidiasis, unspecified);1;0;1;1;1;1;1;0;0;0;1
215;215 - Trichuriasis;1;0;1;1;1;1;1;0;0;0;1
216;216 - Enterobiasis;1;0;1;1;1;1;1;0;0;0;1
217;217 - Helminthiasis (Mixed intestinal helminthiases);1;0;1;1;1;1;1;0;0;0;1
218;218 - Helminthiasis (Intestinal helminthiasis, unspecified);1;0;1;1;1;1;1;0;0;0;1
219;219 - Pediculosis (Pediculosis, unspecified);1;0;1;1;1;1;1;0;0;0;1
220;220 - Phthiriasis;1;0;1;1;1;1;1;0;0;0;1
221;221 - Pediculosis And Phthiriasis (Mixed pediculosis and phthiriasis);1;0;1;1;1;1;1;0;0;0;1
222;222 - Scabies;1;0;1;1;1;1;1;0;0;0;1
223;223 - Myiasis;1;0;1;1;1;1;1;0;0;0;1
224;224 - Myiasis (Ocular myiasis);1;0;1;1;1;1;1;0;0;0;1
225;225 - Tungiasis [sandflea infestation];1;0;1;1;1;1;1;0;0;0;1
226;226 - Leech Infestation (Other specified infestations);1;0;1;1;1;1;1;0;0;0;1
227;227 - Sequelae of tuberculosis;1;0;1;1;1;1;1;0;0;0;1
228;228 - Poliomyelitis (Sequelae of poliomyelitis);1;0;1;1;1;1;1;0;0;0;1
229;229 - Leprosy (Sequelae of leprosy);1;0;1;1;1;1;1;0;0;1;1
230;230 - Sequelae of other and unspecified infectious and parasitic diseases;1;0;1;1;1;1;1;0;0;0;1
231;231 - Sequelae of trachoma;1;0;1;1;1;1;1;0;0;0;1
232;232 - Sequelae of other specified infectious and parasitic diseases;1;0;1;1;1;1;1;0;0;0;1
233;233 - Staphylococcus aureus as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
234;234 - Other staphylococcus as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
235;235 - Escherichia coli [E. coli] as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
236;236 - Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
237;237 - Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
238;238 - Coronavirus as the cause of diseases classified to other chapters;1;0;1;1;1;1;1;0;0;0;1
239;239 - Other and unspecified infectious diseases;1;0;1;1;1;1;1;0;0;0;1
240;240 - Malignant neoplasm: Floor of mouth, unspecified (Malignant neoplasm of other, unspecified parts of mouth);2;0;1;1;1;1;1;180;0;1;2
241;241 - Malignant neoplasm of other and unspecified parts of mouth (Malignant neoplasm of oropharynx);2;0;1;1;1;1;1;180;0;1;2
242;242 - Malignant neoplasm of oropharynx (Malignant neoplasm of oesophagus);2;0;1;1;1;1;1;180;0;1;2
243;243 - Malignant neoplasm of oesophagus (Malignant neoplasm of stomach);2;0;1;1;1;1;1;180;0;1;2
244;244 - Malignant (Malignant neoplasm: Stomach, unspecified);2;0;1;1;1;1;1;180;0;1;2
245;245 - Malignant neoplasm of stomach (Malignant neoplasm of small intestine);2;0;1;1;1;1;1;180;0;1;2
246;246 - Malignant neoplasm of small intestine (Malignant neoplasm: Duodenum);2;0;1;1;1;1;1;180;0;1;2
247;247 - Malignant neoplasm: Duodenum (Malignant neoplasm: Jejunum);2;0;1;1;1;1;1;180;0;1;2
248;248 - Malignant neoplasm: Jejunum (Malignant neoplasm: Ileum);2;0;1;1;1;1;1;180;0;1;2
249;249 - Malignant neoplasm: Ileum (Malignant neoplasm of colon);2;0;1;1;1;1;1;180;0;1;2
250;250 - Malignant neoplasm: Sigmoid colon (Malignant neoplasm of anus and anal canal);2;0;1;1;1;1;1;180;0;1;2
251;251 - Malignant neoplasm of anus and anal canal (Malignant neoplasm: Liver cell carcinoma);2;0;1;1;1;1;1;180;0;1;2
252;252 - Malignant neoplasm: Larynx, unspecified (Malignant neoplasm of trachea);2;0;1;1;1;1;1;180;0;1;2
253;253 - Malignant neoplasm of trachea (Malignant neoplasm of bronchus and lung);2;0;1;1;1;1;1;180;0;1;2
254;254 - Malignant neoplasm of bronchus and lung (Malignant neoplasm: Mediastinum, part unspecified);2;0;1;1;1;1;1;180;0;1;2
255;255 - Malignant neoplasm: Upper respiratory tract, part unspecified;2;0;1;1;1;1;1;180;0;1;2
256;256 - Malignant neoplasm: Bone and articular cartilage, unspecified;2;0;1;1;1;1;1;180;0;1;2
257;257 - Malignant neoplasm: Bone and articular cartilage, unspecified (Malignant melanoma of skin);2;0;1;1;1;1;1;180;0;1;2
258;258 - Malignant Neoplasm (Kaposi sarcoma);2;0;1;1;1;1;1;180;0;1;2
259;259 - Kaposi sarcoma (Malignant neoplasm of breast);2;0;1;1;1;0;1;180;0;1;2
260;260 - Malignant (Malignant neoplasm: Breast, unspecified);2;0;1;1;1;0;1;180;0;1;2
261;261 - Malignant neoplasm of breast (Malignant neoplasm of cervix uteri);2;0;1;1;1;0;1;180;0;1;2
262;262 - Malignant (Malignant neoplasm: Cervix uteri, unspecified);2;0;1;1;1;0;1;180;0;1;2
263;263 - Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium);2;0;1;1;1;0;1;180;0;1;2
264;264 - Malignant neoplasm: Endometrium (Malignant neoplasm: Myometrium);2;0;1;1;1;0;1;180;0;1;2
265;265 - Malignant neoplasm: Myometrium (Malignant neoplasm of ovary);2;0;1;1;1;0;1;180;0;1;2
266;266 - Malignant neoplasm of ovary (Malignant neoplasm of other and unspecified female genital organs);2;0;1;1;1;0;1;180;0;1;2
267;267 - Malignant neoplasm: Female genital organ, unspecified (Malignant neoplasm of prostate);2;0;1;1;1;0;1;180;0;1;2
268;268 - Malignant neoplasm of prostate (Malignant neoplasm: Testis, unspecified);2;0;1;1;1;1;0;0;;1;2
269;269 - Malignant neoplasm: Testis, unspecified (Malignant neoplasm of other and unspecified male genital organs);2;0;1;1;1;1;0;0;;1;2
270;270 - Malignant neoplasm: Male genital organ, unspecified (Malignant neoplasm: Urinary organ, unspecified);2;0;1;1;1;1;0;0;;1;2
271;271 - Malignant neoplasm: Urinary organ, unspecified (Malignant neoplasm of other and ill-defined sites);2;0;1;1;1;1;1;180;0;1;2
272;272 - Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes);2;0;1;1;1;1;1;180;0;1;2
273;273 - Secondary and unspecified malignant neoplasm of lymph nodes;2;0;1;1;1;1;1;180;0;1;2
274;274 - Malignant Neoplasm (Secondary malignant neoplasm of mediastinum);2;0;1;1;1;1;1;180;0;1;2
275;275 - Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum);2;0;1;1;1;1;1;180;0;1;2
276;276 - Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct);2;0;1;1;1;1;1;180;0;1;2
277;277 - Secondary malignant neoplasm of kidney and renal pelvis;2;0;1;1;1;1;1;180;0;1;2
278;278 - Malignant Neoplasm (Secondary malignant neoplasm of skin);2;0;1;1;1;1;1;180;0;1;2
279;279 - Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow);2;0;1;1;1;1;1;180;0;1;2
280;280 - Malignant Neoplasm (Secondary malignant neoplasm of ovary);2;0;1;1;1;1;1;180;0;1;2
281;281 - Secondary malignant neoplasm, unspecified site;2;0;1;1;1;1;1;180;0;1;2
282;282 - Malignant (Malignant neoplasm, without specification of site);2;0;1;1;1;1;1;180;0;1;2
283;283 - Malignant (Malignant neoplasm, primary site unknown, so stated);2;0;1;1;1;1;1;180;0;1;2
284;284 - Malignant (Malignant neoplasm, unspecified);2;0;1;1;1;1;1;180;0;1;2
285;285 - Hodgkin lymphoma;2;0;1;1;1;1;1;180;0;1;2
286;286 - Follicular lymphoma;2;0;1;1;1;1;1;180;0;1;2
287;287 - Non-follicular lymphoma;2;0;1;1;1;1;1;180;0;1;2
288;288 - Burkitt lymphoma;2;0;1;1;1;1;1;180;0;1;2
289;289 - Lymphoma (Mature T/NK-cell lymphoma, unspecified);2;0;1;1;1;1;1;180;0;1;2
